loss,accuracy,val_loss,val_accuracy
1.6093014478683472,0.22832369804382324,1.6093223094940186,0.1899999976158142
1.6063834428787231,0.19075144827365875,1.5919671058654785,0.3700000047683716
1.5153632164001465,0.5953757166862488,1.3859881162643433,0.4699999988079071
1.2306692600250244,0.6271676421165466,1.1156339645385742,0.6399999856948853
0.9791689515113831,0.7052023410797119,0.9454319477081299,0.699999988079071
0.7298427224159241,0.8439306616783142,0.8689639568328857,0.699999988079071
0.5411553978919983,0.8930636048316956,0.8359963297843933,0.6899999976158142
0.3895021975040436,0.9277456402778625,0.8152750134468079,0.7300000190734863
0.29947444796562195,0.9479768872261047,0.8070625066757202,0.7200000286102295
0.23312415182590485,0.9595375657081604,0.7974616885185242,0.6899999976158142
0.17725402116775513,0.97398841381073,1.071544885635376,0.5799999833106995
0.16398963332176208,0.9797688126564026,0.9203897714614868,0.6800000071525574
0.1242169588804245,0.9942196607589722,0.966217041015625,0.6899999976158142
0.10340946167707443,0.9971098303794861,0.9906863570213318,0.7099999785423279
0.07811255753040314,0.9971098303794861,1.2122665643692017,0.6499999761581421
0.06504979729652405,0.9971098303794861,0.9870903491973877,0.6899999976158142
0.054972726851701736,1.0,1.1857620477676392,0.6299999952316284
0.04556330293416977,1.0,1.109325885772705,0.6899999976158142
0.036710429936647415,1.0,1.1058565378189087,0.6800000071525574
0.028979025781154633,1.0,1.1926242113113403,0.6499999761581421
0.02462182566523552,1.0,1.1401289701461792,0.699999988079071
0.021893488243222237,1.0,1.1894168853759766,0.6800000071525574
0.019594797864556313,1.0,1.252139925956726,0.6700000166893005
0.017897652462124825,1.0,1.2490118741989136,0.6800000071525574
0.016479872167110443,1.0,1.2878146171569824,0.6700000166893005
0.015159537084400654,1.0,1.2776775360107422,0.6600000262260437
0.014068560674786568,1.0,1.274039626121521,0.6600000262260437
0.013129997998476028,1.0,1.2903566360473633,0.6600000262260437
0.012245824560523033,1.0,1.3092385530471802,0.6600000262260437
0.011481903493404388,1.0,1.3101426362991333,0.6499999761581421
0.010782738216221333,1.0,1.3248671293258667,0.6499999761581421
0.010136089287698269,1.0,1.342323660850525,0.6499999761581421
0.009566606022417545,1.0,1.3401052951812744,0.6499999761581421
0.00906235072761774,1.0,1.3467254638671875,0.6600000262260437
0.008580141700804234,1.0,1.3658915758132935,0.6700000166893005
0.008135827258229256,1.0,1.3700004816055298,0.6700000166893005
0.007718159817159176,1.0,1.3711662292480469,0.6700000166893005
0.007359761744737625,1.0,1.386049747467041,0.6700000166893005
0.007034340873360634,1.0,1.3884587287902832,0.6600000262260437
0.006679506506770849,1.0,1.3951029777526855,0.6600000262260437
0.006388935726135969,1.0,1.3962419033050537,0.6700000166893005
0.006113667506724596,1.0,1.4046016931533813,0.6700000166893005
0.005856052972376347,1.0,1.4146367311477661,0.6700000166893005
0.0055960905738174915,1.0,1.4163732528686523,0.6499999761581421
0.005312889348715544,1.0,1.432184100151062,0.6600000262260437
0.0050685522146523,1.0,1.4484515190124512,0.6499999761581421
0.004882886074483395,1.0,1.4557297229766846,0.6399999856948853
0.004699874669313431,1.0,1.4635019302368164,0.6399999856948853
0.004529868718236685,1.0,1.4688732624053955,0.6399999856948853
0.0043639810755848885,1.0,1.4762792587280273,0.6399999856948853
0.004211797378957272,1.0,1.487309455871582,0.6399999856948853
0.004076703917235136,1.0,1.490901231765747,0.6399999856948853
0.003937922418117523,1.0,1.5012810230255127,0.6399999856948853
0.003782909130677581,1.0,1.5025502443313599,0.6299999952316284
0.0036594185512512922,1.0,1.5105265378952026,0.6399999856948853
0.0035419967025518417,1.0,1.5230690240859985,0.6399999856948853
0.0034312973730266094,1.0,1.528428554534912,0.6399999856948853
0.003333824221044779,1.0,1.5389577150344849,0.6299999952316284
