loss,accuracy,val_loss,val_accuracy
1.681910514831543,0.09586945176124573,1.6694421768188477,0.1181262731552124
0.8454467058181763,0.6935237050056458,0.6601978540420532,0.7617108225822449
0.5279085636138916,0.8082610964775085,0.547208845615387,0.800407350063324
0.41396334767341614,0.8556858897209167,0.4876827001571655,0.837067186832428
0.3626742660999298,0.8730239868164062,0.4724542498588562,0.8350305557250977
0.28096404671669006,0.901580810546875,0.48141154646873474,0.8452138304710388
0.2542908489704132,0.9097399115562439,0.4809669554233551,0.8411405086517334
0.21382512152194977,0.9219785928726196,0.46563950181007385,0.8655804395675659
0.17970822751522064,0.9301376938819885,0.5250793099403381,0.8329938650131226
0.14607246220111847,0.9520652890205383,0.55381178855896,0.8350305557250977
0.13303422927856445,0.9551249146461487,0.6022156476974487,0.8452138304710388
0.14246606826782227,0.9490056037902832,0.5318434238433838,0.8452138304710388
